user_id_link	user_id	user_name	user_ta_level	user_age_range	user_sex	user_location	user_nb_contributions	user_nb_cities_visited	user_nb_helpful_votes	user_nb_photos	user_tags	restaurant_reviewed_url	review_date	review_city	review_lang	review_rating	review_title	review
https://www.tripadvisor.com/Profile/angelodale	angelodale	angelodale	6.0	25-34	man	Milan, Italy	136.0	71.0	641.0	455.0	Foodie;Urban Explorer;Peace and Quiet Seeker;Beach Goer	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	August 17, 2019	New York City, United States	en	5.0	Better than Italy (and I'm Italian)	"The best Pasta alla Norma I have ever had in my life! I'm from Sicily, living in NY now, I'm very picky with food... and I'm in love with Piccola Cucina Estiatorio. Emanuele and all the team are great, very professional and always with a warm smile that makes you feel at home. Sicilian wine list with some gems (drink local, always) the food is amazing, fresh, tasty, perfectly cooked and also the Tiramisù and Cannoli alla ricotta as a dessert are perfect to complete your ""Italian escape"" in NYC. Can't wait to go back! ps: Team, the phrase on the wall ""cucinare è un atto d'amore"" is not from Carlo Cracco but its from ""Enzo Bianchi"" from the beautiful book ""il pane di ieri"". Ciao!"
https://www.tripadvisor.com/Profile/housevet	Daniel S	housevet	6.0	35-49	man	Allentown, PA	95.0	73.0	30.0	21.0	Foodie;Urban Explorer;Like a Local;Thrill Seeker	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	July 19, 2019	New York City, United States	en	5.0	Great fresh Italian food and service; small	We ate here on a Thursday night at opening (5:30). Nice and quiet for the first half hour until the restaurant got more crowded. Host did a great job spacing customers apart as much as possible until it got busier. Service was fantastic and very attentive without hovering. Each course was served promptly but did not feel rushed. Burrata cheese with cherry tomato and arugula appetizer was the freshest cheese I've had a restaurant - seasoned perfectly with lovely presentation. I had the squid ink spaghetti with scampi langoustine and squash blossoms - the pasta was fresh and cooked perfectly with a velvety smooth and rich sauce. Definitely one of the best pasta dishes I've had! Dessert was very good - cannoli had perfectly crisp and flavorful shells with a delectable filling. The custard in the tiramisu and creme brulee was smooth, rich, and flavorful. I would highly recommend this restaurant - try to come early because it is cramped and when it fills up, you have no elbow room. Cost is a bit pricey, but not bad for quality of food and service and location!!
https://www.tripadvisor.com/Profile/Le_Clara	Clare T	Le_Clara	5.0	35-49	woman	Fleet, United	63.0	280.0	48.0	70.0	Foodie;Luxury Traveler;Trendsetter	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	July 6, 2019	New York City, United States	en	3.0	Ok but not great	Visited this restaurant for our last night in NYC (it was a Monday) having read the reviews and expecting the very best Italian food.  Can’t help feeling a bit disappointed with our experience to be perfectly honest because it really didn’t live up to the reviews and I think maybe we were really unlucky.  We had made a reservation and when we turned up at the restaurant there was a couple just in front of us who had arrived without a reservation. Without asking us first, the guy on the door showed them straight to a table and when he then came back to welcome us, we then had to wait for about 10 minutes while he found a table (clearly he hadn’t checked the reservations before seating the other couple and/or had given our table away).  No apology, pretty inattentive service - having experienced amazing customer service in NYC, this guy definitely wasn’t someone I’d have put in charge of arrivals!  When we were seated, there was barely any room at the tiny tables. The restaurant was very busy so consequently it was incredibly noisy and while I know this contributes to atmosphere, it was impossible to have a quiet conversation (not least because the other tables were so so close!).  Food was good, but honestly I wasn’t blown away - I’ve definitely had better Italian food elsewhere in NYC and in Glasgow and London.  We had the duetto bruschetta to start with burrata, porcini and truffle and guacamole and lobster. It was nice, although the truffle was overpowering and I personally am not particularly convinced by the pairing of guacamole and lobster.  Then we had the Bucantini cacio e pepe with truffle and a special ravioli dish with seafood sauce and mussels.  Cacio e Pepe is my all time favourite Italian dish. I’m afraid I wasn’t blown away by this one. The pasta was a little more than al dente and the truffle sauce overpowered the simple cacio e pepe sauce too much.  The ravioli was filled with spinach and ricotta accompanying a very rich seafood sauce, it was nice but again a little heavy.  We had a very nice bottle of Primitivo, that was probably the highlight.  Generally the service wasn’t great - probably because it was so busy, but still. Twice in the hour we were there birthdays were announced with music so loud it could burst your ear drums - a tradition I don’t mind so much because it’s nice to make a fuss of someone on their bday but the music went on for so long, long after people had lost interest!  I don’t like writing negative reviews because it is so difficult running and maintaining restaurants profitably and so all the positives should be celebrated. But this place is so highly rated I just wanted to provide some balance for travellers particularly because this wasn’t the outstanding quiet dinner I was expecting.
https://www.tripadvisor.com/Profile/687maurizios	687maurizios	Maurizio S	6.0	35-49	man	Prato, Italy	44.0	242.0	386.0	26.0	Foodie;Urban Explorer;Like a Local;Thrill Seeker	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	May 30, 2019	New York City, United States	en	5.0	Excellent italian	Very nice Italian (Sicilian) restaurant. Atmosphere is very nice and relaxing with music that goes up time to time. Service is very good and friendly. Excellent food, just portions a bit too big. Reasonable prices.
https://www.tripadvisor.com/Profile/Roberts69	Martin R	Roberts69	6.0	35-49	man	Northampton, United	660.0	0.0	675.0	174.0	Art and Architecture Lover;Foodie;Like a Local;Family Vacationer	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	February 17, 2019	New York City, United States	en	5.0	Superb small Italian restaurant with amazing food and atmosphere.	"I was asked to out to dine at this restaurant with 6 Italian's (4 of them from New York) so I thought that it was always going to be a fabulous meal and a good evening and it totally lived up to those expectations. This restaurant, like the name suggests, is a small kitchen, (with the 4 chef's busy within, which you can see clearly from the dining area). Whilst small they cram in a lot of guests, which ordinarily if in any other restaurant you would probably think (""This is too cramped"") BUT at this restaurant it totally works and just adds to the amazing Italian party atmosphere that this place has, it really was fabulous and fun. The food was some of the best Italian I have ever eaten... The meatballs with mushroom and truffle to start was just divine and the ricotta ravioli with mushroom and pieces of sausage was also a dish that I didn't want to end. Prices are not too bad either with a feast of a dinner with a bottle of wine costing US$420 for 7 people. I finished sharing a traditional Sicilian dessert called a 'Cassata' with my friend (who is of Sicilian origins) and it was absolutely delicious... The perfect end to a perfect Italian evening in downtown Manhattan. I highly recommend this gem of a restaurant."
https://www.tripadvisor.com/Profile/GeorgeFMarkhamON	GeorgeFMarkhamON	GeorgeFMarkhamON	6.0	50-64	man	Toronto, Canada	458.0	794.0	75.0	630.0	Art and Architecture Lover;Foodie;Urban Explorer;History Buff	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	December 5, 2018	New York City, United States	en	5.0	Just wonderful	This was a return visit and the anticipation was well-deserved. Every dish was a gastronomic experience to cherish. The Duetto Sandwich is hard to share but worth every morsel. Ravioli Funghi Salsiccia to die for. Cacio Pepe is a traditional Appulian dish done perfectly. Pachheri Seafood excellent. Patate Limoni and Verdure Grigliate great accompaniments. It is very noisy, but mostly from people talking and having a good time. Spontaneous dancing broke during our meal - just like dining in a local resto in southern Italy.
https://www.tripadvisor.com/Profile/T8951PSanthonyc	Anthony C	Italy with Bella	6.0	50-64	man	Caserta, Italy	56.0	485.0	814.0	452.0	Foodie;Like a Local;History Buff	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	August 14, 2018	New York City, United States	en	5.0	Amazing meal..	Once again we tried the Cucina the night before and were excited to try this place because of the seafood dishes. The waiter was friendly and once again from Sicily. Refreshing to go to an ITalian restaurant with actual Italians working there. The wine recommendation was spot on for the meals we were having that night. The bread to start was amazing. The special that was lobster and bucatini I believe was great. The cavatelli dish I had with fennel was great.
https://www.tripadvisor.com/Profile/RaezoR57	RaezoR57	RaezoR57	6.0	50-64	man	Trondheim, Norway	631.0	188.0	316.0	200.0	Art and Architecture Lover;Foodie;Urban Explorer;Nature Lover	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	March 3, 2018	New York City, United States	en	3.0	Genuine Sicilian?	We first went to their restaurant on Spring Street, which is very small & extremely noisy, so noisy we left and went around the corner to their, mainly, fish restaurant. I had the spagetti Nero with Langoustines and zucchini flowers. The sauce was lacking in flavour and was very peppery. They must have run out of zucchini flowers (already at 1:30pm) because there were none. My wife had the wild boar meatballs with porcini mushrooms and truffles. Both meals were okay, but not top notch Italian/Sicilian. They have very few Sicilian wines, and a lot of Tuscan / Piedmontese, which is probably understandable in the US. Sicily does have a lot of great wine producers so perhaps they aren't available here. They did have one Planeta rose, which is good, but for a popular choice Plumbago would be good. Work needs to be done in the kitchen & on the wine list, then perhaps they will live up to the name they created.
https://www.tripadvisor.com/Profile/Avi911	Avi911	Avi911	6.0	35-49	man	London, United	287.0	132.0	192.0	588.0	Vegetarian;Foodie;Peace and Quiet Seeker;Family Vacationer	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	November 25, 2017	New York City, United States	en	5.0	Excellent authentic Sicilian reataurant	Much like its sister restaurant around the corner, this place is also an authentic Sicilian restaurant. A bit bigger than its sister but still crowded with a happy atmosphere. A loud music played in the background and everybody are happy. The food is fresh and tasteful and prices are very reasonable. Service was excellent. As pescatarians, we had many food choices. A vegetarian can also find starters and mains he or she can have. Great place, highly recommended.
https://www.tripadvisor.com/Profile/jjajc	jjajc	jjajc	5.0	50-64	man	Charlotte, North	77.0	35.0	37.0	5.0	Foodie;Thrill Seeker;Nature Lover;60+ Traveler	https://www.tripadvisor.com/Restaurant_Review-g60763-d12425739-Reviews-Piccola_Cucina_Estiatorio-New_York_City_New_York.html	October 21, 2017	New York City, United States	en	5.0	Great authentic Sicilian	Great food and service. Front of restaurant open to street creating nice ambiance. Truly authentic food from Sicily seafood great. Small place so apparently owner had 3 similar small places in soho. We went to one on Thompson.
https://www.tripadvisor.com/Profile/KennethPages	KennethPages	Kenneth Pages	6.0	50-64	man	Tampa, Florida	640.0	135.0	452.0	145.0	Art and Architecture Lover;Foodie;Urban Explorer;Luxury Traveler	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	April 3, 2023	New York City, United States	en	5.0	Fun fun fun.	We did have a reservation but there were plenty of seats at the bar so, you guessed it, we sat there. It was an excellent experience from the start. We were greeted by two friendly bartenders who started out being attentive and engaging and ended that way too! Standouts were Escargot Bread, Duck confit and Espresso martini
https://www.tripadvisor.com/Profile/RIC-Switzerland	RIC-Switzerland	RIC_Switzerland	6.0	50-64	man	Lucerne, Switzerland	79.0	56.0	79.0	40.0	Urban Explorer;Thrill Seeker;Family Vacationer	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	May 31, 2022	New York City, United States	en	5.0	Great meet, great service	Huge variety of dishes, great food, very friendly service even when the house was full, we enjoyed the terrace, recommendable place
https://www.tripadvisor.com/Profile/934KevinM934	934KevinM934	Kevin M	6.0	35-49	man	Hadlow, United	104.0	47.0	35.0	9.0	Urban Explorer;Like a Local;Thrill Seeker;Luxury Traveler	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	May 25, 2022	New York City, United States	en	5.0	Excellent once again!	Had a great meal at Boucherie West Village - first time from London in 3 years! Excellent food as always - NY Strip steak is amazing. Excellent service from Iryna especially as it was our daughter’s birthday. Excellent once again - we will be back.
https://www.tripadvisor.com/Profile/BritBoyInGA	BritBoyInGA	BritBoyInGA	6.0	35-49	man	Roswell, Georgia	647.0	363.0	409.0	22.0	Foodie;Urban Explorer;Like a Local	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	February 13, 2022	New York City, United States	en	4.0	Very good, but that wine list !	Service started very slow and inattentive. +/- 15 mins for water/bread/WAITER ! :O  Once we seemed to have the attention of our team, service was excellent.  I had the French onion soup, which as others have reported is very good, very authentic and on the large size for an appetizer.  We ordered the chateaubriand medium rare, allowing that the ends would be closer to medium. It came out a little under where we would have liked it, but it was acceptable and very, very good. The veggies served with it were also nice, but for some reason the bone marrow didn’t hit the spot(normally I love it).  Now to the elephant in the room … THE WINE LIST ! I mean ?!$&@%*^}{!!!  I think there was less than 5% under $100. And some of those $100 bottles were $20 retail and who knows what the restaurant pays. I know we have inflation, but the wine list has ENORMOUS 4-5x markups (or more).  Food 9/10 Service 8/10 (slow start)
https://www.tripadvisor.com/Profile/YayeMama	YayeMama	YayeMama	6.0	50-64	woman	Maplewood, New	659.0	313.0	333.0	28.0	Foodie;Urban Explorer;Like a Local;Thrill Seeker	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	December 10, 2021	New York City, United States	en	4.0	Like Having A Meal in Paris	Lunch with a friend in December at Boucherie West Village is reminiscent of sitting in a Parisian restaurant. Festively decked out for the Christmas holidays, Boucherie was unbelievably busy on this Friday afternoon.  In order to dine in a New York City restaurant (12/21), one must show proof of a covid vaccination and we were lucky to also have a reservation for lunch, as the place became crowded quickly. There are 3 levels - the bottom level is the busiest since it is near the bar and kitchen. The 2nd level is smaller and intimate and the top level is reserved for larger parties.  We sat on the 2nd level and it was easy to have a conversation amid the hubub of the other patrons. Our waiter was very attentive and able to answer any & all questions. There was a separate waiter who took care of our water and wine needs.  My friend and I took advantage of the Prix Fixe menu by ordering the french onion soup, mussels, ravioli with mushrooms and chicken paillard. The only dish that was not enjoyable was the chicken - it was very dry and lacked taste. The onion soup was to die for, as were the mussels and the ravioli melted in my mouth.  We also had French white wine and dessert. The ambiance was festive and very Parisian. Will definitely return.
https://www.tripadvisor.com/Profile/Weej1967	Weej1967	Weej1967	6.0	35-49	man	Vancouver, Canada	161.0	176.0	73.0	94.0	Foodie;Urban Explorer;Like a Local;History Buff	https://www.tripadvisor.com/Restaurant_Review-g60763-d11918545-Reviews-Boucherie_West_Village-New_York_City_New_York.html	December 5, 2021	New York City, United States	en	1.0	Host staff are useless	Host staff were either incompetent or stupid. Was offered a seat at the bar only to be shooed away by another group claiming the seat. Humiliating service. Decided quit would not enjoy dinner if I had to fight for it, so I went to Jeffrey’s Grocery down the street, which is what I recommend you do too. No need to accept abuse from anyone.
https://www.tripadvisor.com/Profile/AdventureDiva	AdventureDiva	Adventure Diva	6.0	50-64	woman	Manchester, Connecticut	76.0	938.0	416.0	393.0	Art and Architecture Lover;Foodie;Urban Explorer;Like a Local	https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html	March 14, 2023	New York City, United States	en	5.0	Neopolitan Cuisine at its finest	"When you enter this trattoria, you feel like you are transported to the Mediterranean in the ❤️ of Greenwich Village. Classic Italian dishes with a focus on house-made pastas, hand-stretched pizzas and more. I had their flavorful ""Polipo Alla Grilla"" which consisted of tasty grilled octopus, pureed cannellini beans, crushed potatoes and olives/capers.  Save room for dessert. Their dark chocolate panna cotta with fresh berries was heavenly. Service was friendly and efficient."
https://www.tripadvisor.com/Profile/700tom	700tom	700tom	6.0	50-64	man	Dublin, Ireland	122.0	67.0	71.0	50.0	Shopping Fanatic;60+ Traveler;Luxury Traveler	https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html	February 1, 2023	New York City, United States	en	5.0	Great food	We visited this restaurant during restaurant week. For $45 the 3 course meal was excellent. Tortellini in brodo was a wonderful starter, followed by superbly cooked chicken breast and thigh. A chocolate sphere with a nut filled filling and chocolate sauce was a gem. A must to revisit
https://www.tripadvisor.com/Profile/crazyzete	crazyzete	crazyzete	6.0	25-34	man	Berlin, New	90.0	46.0	93.0	35.0	Foodie;Nightlife Seeker;Peace and Quiet Seeker;Luxury Traveler	https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html	November 27, 2022	New York City, United States	en	5.0	Excellent Italian in the City	Excellent Italian food! Was looking for a reasonable place to dine with the family. This place has great food and ambiance. We were technically seated outside but the part connected to the main establishment. There was a second outdoor section not connected, but heated and fully enclosed as well. Fear not the outside reservation in winter or inclement weather. I had the carbonara pasta and my kids had a pizza. Chocolate sphere for dessert. All delicious.
https://www.tripadvisor.com/Profile/Lovetofly33	Lovetofly33	Lovetofly33	6.0	35-49	woman	Toronto, Canada	82.0	23.0	90.0	60.0	Foodie;Like a Local;Peace and Quiet Seeker;Beach Goer	https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html	September 12, 2022	New York City, United States	en	5.0	Perfection	What can I say that hasn’t already been said, this place is incredible! The service is fabulous, the food is fresh, delicious and perfectly portioned. I can’t wait to come back on my next trip!
https://www.tripadvisor.com/Profile/GabrielaCh	GabrielaCh	GabrielaCh	6.0	35-49	woman	Madrid, Spain	166.0	370.0	84.0	261.0	Art and Architecture Lover;Shopping Fanatic;Beach Goer	https://www.tripadvisor.com/Restaurant_Review-g60763-d1878682-Reviews-Olio_e_Piu-New_York_City_New_York.html	June 3, 2022	New York City, United States	en	2.0	Trendy but that’s it	Well, the staff was helpful and friendly, and the service was ok (between first course and the second we had to wait 40 minutes!) By the time our pasta finally arrived we were starving… and to our disappointment it was not good. Maybe we had such high expectations because it has become such a trendy place and the person who took us there wanted to go.  We have traveled to New York from abroad several times and having been to many other Italian restaurants much much better, we now know that this is one that we won’t be coming back to. Sorry.
https://www.tripadvisor.com/Profile/dragonlp111	dragonlp111	Lisa P	6.0	35-49	woman	Bexleyheath, United	84.0	26.0	62.0	122.0	Art and Architecture Lover;Foodie;Urban Explorer;Nature Lover	https://www.tripadvisor.com/Restaurant_Review-g60763-d3915336-Reviews-Tommy_Bahama_Restaurant_Bar-New_York_City_New_York.html	January 8, 2023	New York City, United States	en	5.0	Must get the crab cakes	The food, especially anything with crab was delicious and fresh-tasting. The crab cakes were the highlight.
https://www.tripadvisor.com/Profile/MichaelKym4007	MichaelKym4007	MichaelKym4007	4.0	50-64	man	Brisbane, Australia	32.0	18.0	15.0	3.0	Foodie	https://www.tripadvisor.com/Restaurant_Review-g60763-d3915336-Reviews-Tommy_Bahama_Restaurant_Bar-New_York_City_New_York.html	October 10, 2022	New York City, United States	en	5.0	Relaxing & Delicious	After excellent service at the Tommy Bahama store, we were recommended to go upstairs to the restaurant. The food and service is excellent. The drinks are exciting and a pleasure to enjoy. We will be back.
https://www.tripadvisor.com/Profile/WINEandTRAVEL	WINEandTRAVEL	WINEandTRAVEL	6.0	50-64	man	Boston, Massachusetts	73.0	283.0	605.0	683.0	Art and Architecture Lover;Foodie;Like a Local;Peace and Quiet Seeker	https://www.tripadvisor.com/Restaurant_Review-g60763-d3915336-Reviews-Tommy_Bahama_Restaurant_Bar-New_York_City_New_York.html	December 2, 2019	New York City, United States	en	5.0	Oasis of Calm in NYC	Not your typical restaurant. An oasis of fun and calm, very laid back. Comfortable seating, live music at night... a solo singer doing the old rock classics. The menu never seems to change, but a good mix of items. We loved the soups... both the taco and crab... order a cup... the bowl didn't seem like much more. Loved the avocado, the coconut shrimp, the chicken entree. Wine by the glass reasonable for NYC. Service was excellent.
https://www.tripadvisor.com/Profile/PortsmouthNHCouple	PortsmouthNHCouple	PortsmouthNHCouple	5.0	50-64	man	Portsmouth, New	78.0	431.0	66.0	2.0	Foodie	https://www.tripadvisor.com/Restaurant_Review-g60763-d3915336-Reviews-Tommy_Bahama_Restaurant_Bar-New_York_City_New_York.html	November 23, 2019	New York City, United States	en	5.0	Great place excellent food	We went on a Friday evening and could not have been happier. The atmosphere is light and casual, the service excellent and the food very good and hot when served. We had the mahi mahi and rib eye and the pineapple creme brulee for desert. Even though this is a chain I highly recommend it.
https://www.tripadvisor.com/Profile/lovethesunshine	lovethesunshine	lovethesunshine	5.0	25-34	woman	Falkirk, United	40.0	16.0	62.0	53.0	Thrill Seeker;Shopping Fanatic;Nightlife Seeker;Beach Goer	https://www.tripadvisor.com/Restaurant_Review-g60763-d3915336-Reviews-Tommy_Bahama_Restaurant_Bar-New_York_City_New_York.html	September 26, 2019	New York City, United States	en	5.0	Great time!	Great time had by all four! The Prosecco is 27$!!! We went on the Saturday night and then the Monday lunchtime, the only thing was the waiter got a full glass of water down me Soaked to the core!!! Thankfully I had a black dress on! The desserts are to die for!!!
